epoch,train_loss,val_macro_skill,val_global_mae,val_mse_std,val_curve_mae,lr,seconds
0,0.9594403335170166,-0.03630639904130728,9.61744213104248,0.2816446125507355,36.35835970921483,0.0009972609476841367,25.1
1,0.9050162315771386,0.005514831877370452,10.409942626953125,0.2760733962059021,32.33639526810949,0.0009890738003669028,25.6
2,0.8259175564791705,0.005738047960883286,10.856010437011719,0.31287530064582825,30.888087308725403,0.0009755282581475768,26.1
3,0.7495689371953139,-0.08480973680383075,11.940000534057617,0.3603520691394806,32.88481184272421,0.0009567727288213003,26.1
4,0.7385750522686018,-0.07468330598348816,11.412124633789062,0.360091894865036,31.67420754270894,0.0009330127018922195,26.2
5,0.7994509539692789,-0.11353899250123711,12.083619117736816,0.40223580598831177,34.36158192123129,0.0009045084971874739,26.0
6,0.6515023562855817,-0.24053082277763727,14.19211196899414,0.539288341999054,34.142733793256895,0.0008715724127386972,26.2
7,0.5878116737648442,-0.08469946137965834,12.838576316833496,0.4413208067417145,28.645838526332593,0.0008345653031794292,26.0
8,0.5523924930272875,-0.17967840900523524,13.514945983886719,0.5309024453163147,30.663082094048004,0.0007938926261462366,25.9
9,0.5069339066945218,-0.2427087983345635,14.447454452514648,0.6324251890182495,31.51472075042972,0.00075,26.2
10,0.41770115545069847,-0.14623345417239464,12.572447776794434,0.4770975708961487,30.47512857723765,0.0007033683215379003,26.1
11,0.35787839180714376,-0.15824004081756238,12.856111526489258,0.4449096620082855,30.943845051086385,0.0006545084971874739,26.2
12,0.34043233740974116,-0.1453204954684333,13.389673233032227,0.5424447059631348,27.125563401888773,0.0006039558454088797,26.0
