arm,seed,run_dir,best_epoch,test_macro_mae,test_macro_skill,test_pearson_r,test_global_mae,test_ccc,test_skill_vs_val_constant,val_constant,test_mae_val_constant,test_mae_oracle_constant,constant,winval_macro_skill
lstm,20,runs_power/lstm_s20_T16_lr0.001_k0.1_aug-full,5,14.45949913976792,-0.07926448459626112,0.0732400651651047,11.637693405151367,0.06512718893584354,-0.119067172013124,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.044483512285031224
lstm,21,runs_power/lstm_s21_T16_lr0.001_k0.1_aug-full,4,13.122855976532534,0.02050325152751642,0.055243081724380805,8.529404640197754,0.02051553129550118,-0.015620056022873419,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.01539989220325566
lstm,22,runs_power/lstm_s22_T16_lr0.001_k0.1_aug-full,5,13.112661477327856,0.021264174213945664,-0.011802945015320974,8.946105003356934,-0.005842199702044258,-0.014831070921467626,1.8200000524520874,12.921028783067854,12.722514843311288,False,-0.002000746627691674
lstm,23,runs_power/lstm_s23_T16_lr0.001_k0.1_aug-full,0,13.462627254820822,-0.004857452186893596,0.03500466142448416,9.021393775939941,0.017128503995161363,-0.04191604870215104,1.8200000524520874,12.921028783067854,12.722514843311288,False,-0.010982932980756921
lstm,24,runs_power/lstm_s24_T16_lr0.001_k0.1_aug-full,11,13.08847612115261,0.023069381691393165,-0.020475806623878896,7.970216274261475,-9.155637531515562e-06,-0.012959288373707967,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.008605013547608342
lstm,25,runs_power/lstm_s25_T16_lr0.001_k0.1_aug-full,5,13.33588494330836,0.004602659410943621,-0.1051946720358343,8.166257858276367,-0.0019143691552119604,-0.0321070533318637,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.012774818382324749
lstm,26,runs_power/lstm_s26_T16_lr0.001_k0.1_aug-full,7,12.901542967758024,0.03702216881784959,0.0008498837115354601,7.881010055541992,1.310710389222354e-06,0.0015080699561140776,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.010783256817619047
lstm,27,runs_power/lstm_s27_T16_lr0.001_k0.1_aug-full,3,13.463655371904677,-0.004934191377088615,0.19097303941384466,8.95561695098877,0.06978459094949935,-0.041995617991958945,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.05432614255411172
lstm,28,runs_power/lstm_s28_T16_lr0.001_k0.1_aug-full,10,13.042749223170825,0.026482460976191224,0.03548976117253053,8.723898887634277,0.016575414544863012,-0.009420336580511002,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.01981924561410231
lstm,29,runs_power/lstm_s29_T16_lr0.001_k0.1_aug-full,3,13.619248001844085,-0.01654770564444563,0.026052926432244168,10.192896842956543,0.02143631186189725,-0.05403743235145497,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.0780837675063123
lstm,30,runs_power/lstm_s30_T16_lr0.001_k0.1_aug-full,0,13.370774284391297,0.001998500971027939,0.12568897083430028,8.283205032348633,0.008124221546308593,-0.034807251719213284,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.005176377448673941
lstm,31,runs_power/lstm_s31_T16_lr0.001_k0.1_aug-full,8,12.96481797604396,0.032299289515777097,-0.000728625346450645,7.90094518661499,-6.062001903442012e-07,-0.003388986566881469,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.011109202662962003
lstm,32,runs_power/lstm_s32_T16_lr0.001_k0.1_aug-full,2,13.001068406175293,0.02959353868624226,0.0006942120683175185,7.918363094329834,4.736815590193947e-07,-0.006194524015945557,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.010417346885284173
lstm,33,runs_power/lstm_s33_T16_lr0.001_k0.1_aug-full,5,12.989948403059998,0.030423541462612946,-0.0008479587419356822,7.912690162658691,-1.6858472438439867e-07,-0.005333911188438734,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.010931762197087358
lstm,34,runs_power/lstm_s34_T16_lr0.001_k0.1_aug-full,4,16.11596573549283,-0.20290400692031452,0.11426070494958653,13.08967399597168,0.10461391388060455,-0.24726645270009207,1.8200000524520874,12.921028783067854,12.722514843311288,False,0.02917745753514711
