epoch,train_loss,val_macro_skill,val_global_mae,val_mse_std,val_curve_mae,lr,seconds
0,0.9472355496239018,-0.1744552708596283,13.800877571105957,0.4013862609863281,35.224991571153126,0.001495891421526205,27.9
1,1.0874004678146258,-0.03595399065963156,10.029757499694824,0.3008819818496704,36.317525846407115,0.0014836107005503543,26.6
2,0.9832850362400751,0.0032671136638943166,8.594655990600586,0.27619168162345886,36.83969446521811,0.0014632923872213654,26.7
3,1.075600784372639,0.009777271103177165,8.157774925231934,0.26651161909103394,37.26006331555079,0.0014351590932319507,27.1
4,0.9749595829965295,0.0078560831887996,8.18066692352295,0.266116201877594,37.320465015446814,0.0013995190528383293,27.0
5,1.0626860064630572,-0.012644309199910664,8.615049362182617,0.2677497863769531,37.63218172969404,0.0013567627457812107,27.0
6,1.0614709153368667,-0.046491623118093406,9.43152141571045,0.27658113837242126,37.973022312614304,0.0013073586191080456,26.9
7,1.0188524737148672,0.00925901123585271,8.327622413635254,0.2709988057613373,36.989212534051916,0.0012518479547691437,27.0
8,1.020392591687473,-0.006491395056378746,8.471476554870605,0.26684215664863586,37.56172967682207,0.001190838939219355,27.3
9,0.9885857077063741,0.010806737436425684,8.227259635925293,0.26897192001342773,37.08456384449056,0.0011250000000000001,27.0
10,0.9351851589776374,-0.04532859260830824,9.403088569641113,0.27617940306663513,37.9619714208297,0.0010550524823068504,26.9
11,0.9598691316472517,0.0044351819956888194,8.23546314239502,0.26594987511634827,37.40344984083424,0.0009817627457812108,26.8
12,0.9915813254947597,0.010988723262730371,8.148585319519043,0.2669823467731476,37.21278968279937,0.0009059337681133196,27.2
13,1.022915502758445,-0.026194749457801647,8.93835735321045,0.2705512046813965,37.77486508339546,0.0008283963474507404,27.0
14,0.9789641356548747,0.011247218342267384,8.168585777282715,0.26761290431022644,37.164251539114915,0.0007500000000000003,27.1
15,0.9734736594396669,0.010306221512852876,8.15313720703125,0.26668909192085266,37.24051608494195,0.0006716036525492602,27.0
16,1.0116468958959386,0.007015336625547763,8.192888259887695,0.2660277485847473,37.34304130032856,0.0005940662318866805,26.9
17,0.9224671615740737,0.0006642517125653447,8.308655738830566,0.26614415645599365,37.472536551109606,0.0005182372542187895,27.1
18,1.0010537466890104,0.010711751156593396,8.234546661376953,0.269126296043396,37.076776020464735,0.00044494751769314997,27.0
19,1.0050010320705336,-0.019555565007588482,8.779061317443848,0.26904818415641785,37.70650806687689,0.00037500000000000017,23.3
20,0.9434124930082141,0.006935173800698191,8.194103240966797,0.2660212814807892,37.345106593495736,0.00030916106078064524,18.7
21,1.0358748015117,0.009817952876677305,8.157405853271484,0.2665242552757263,37.25858042219425,0.00024815204523085657,18.8
22,1.0231735767746293,-0.010446999926586154,8.563505172729492,0.2673960030078888,37.60749912953243,0.0001926413808919545,18.9
23,1.0351637327993237,0.009834691988609867,8.291939735412598,0.27031680941581726,37.022167530545374,0.00014323725421878952,18.6
24,0.9333997087905536,-0.0016929101268705615,8.361220359802246,0.26633137464523315,37.50379180293443,0.000100480947161671,17.2
