epoch,train_loss,val_macro_skill,val_global_mae,val_mse_std,val_curve_mae,lr,seconds
0,0.9195889025121122,-0.060746473652575794,10.51662826538086,0.29899677634239197,36.56621594238185,0.0009972609476841367,34.6
1,0.9939361700939165,-0.15414129640015561,13.42604923248291,0.39935362339019775,34.14131983786836,0.0009890738003669028,34.3
2,0.7858382569172898,-0.08291759909612395,13.106545448303223,0.38192906975746155,30.684420568943754,0.0009755282581475768,34.2
3,0.7031097874246739,-0.07066589607628382,12.069345474243164,0.3706095814704895,31.716896445494772,0.0009567727288213003,34.3
4,0.43079046874835686,-0.11734352124282421,14.728853225708008,0.5538095831871033,24.754568661421615,0.0009330127018922195,34.2
5,0.39219486944981524,0.028652121800656016,11.998662948608398,0.3831399977207184,25.159804270452902,0.0009045084971874739,34.4
6,0.2511421968606678,0.042124939337375045,11.65145492553711,0.40954655408859253,26.411993429068005,0.0008715724127386972,34.5
7,0.21868096787885233,0.01698594460122982,12.286164283752441,0.42500507831573486,23.758481021398726,0.0008345653031794292,34.6
8,0.1477916951517801,-0.11342979354579708,13.76910400390625,0.5648152828216553,24.751659066423276,0.0007938926261462366,34.3
9,0.11593463393935077,-0.24675369982081974,16.099990844726562,0.8718869090080261,24.26099513808503,0.00075,34.7
10,0.07908951721431033,-0.109596832772618,14.183797836303711,0.6474005579948425,23.456054816495477,0.0007033683215379003,33.5
11,0.07297873299417866,-0.04235795187893121,14.323691368103027,0.6221526265144348,21.394337762128806,0.0006545084971874739,26.6
12,0.051437666966907075,0.01740679431125547,13.13638973236084,0.562944233417511,21.481154621623446,0.0006039558454088797,24.4
13,0.03768094496902179,-0.05110984954138997,14.007184982299805,0.6666315197944641,21.782410904250444,0.0005522642316338269,17.8
14,0.0298245312721544,-0.017838990672498944,13.848386764526367,0.5970377922058105,20.335162128880473,0.0005000000000000002,17.7
15,0.023335116267254628,0.01222356545433645,13.579675674438477,0.5961898565292358,20.25026920380423,0.0004477357683661734,17.9
16,0.021185039133588608,-0.09357313774292919,15.01318645477295,0.7450141906738281,20.27902164432056,0.00039604415459112036,17.8
