epoch,train_loss,val_macro_skill,val_global_mae,val_mse_std,val_curve_mae,lr,seconds
0,0.9712496273018218,0.01830246081680109,8.926159858703613,0.25299015641212463,35.66295319333107,0.0009972609476841367,32.3
1,0.9517182527563056,0.01697672938428496,9.927741050720215,0.2830584943294525,34.4490759720303,0.0009890738003669028,35.5
2,0.8672947354010634,0.009464760180963872,11.183774948120117,0.29699480533599854,30.584691999297043,0.0009755282581475768,35.8
3,0.8416818417608738,0.027354423831077335,10.537776947021484,0.28043147921562195,30.707814086853098,0.0009567727288213003,35.6
4,0.6637230350359066,-0.04607431958747554,11.019336700439453,0.3192051351070404,32.0761465903172,0.0009330127018922195,35.6
5,0.7293901759627703,-0.03273629651808618,11.674181938171387,0.3304155170917511,29.084320077484474,0.0009045084971874739,35.5
6,0.634364145581384,0.06375490597958189,10.341131210327148,0.2862301170825958,29.326228821966296,0.0008715724127386972,35.5
7,0.5612219388823252,-0.09172974414357249,13.009157180786133,0.4354720711708069,28.464499333702182,0.0008345653031794292,35.3
8,0.5167557122437535,-0.07778258669422011,13.045659065246582,0.40485575795173645,26.99177062508321,0.0007938926261462366,35.6
9,0.44532117066351146,-0.012770832275765809,12.573051452636719,0.383683979511261,27.726898851168112,0.00075,35.7
10,0.391681428092557,-0.14576204523301506,13.357990264892578,0.4664616882801056,29.138984102043782,0.0007033683215379003,33.3
11,0.34938555387024944,-0.1929192513351059,14.572609901428223,0.64516681432724,25.156427922209694,0.0006545084971874739,27.1
12,0.29201177386818705,-0.07811013285833401,12.933737754821777,0.4388851523399353,26.296550447113372,0.0006039558454088797,27.4
13,0.22704706607839545,-0.11749668082881182,13.164039611816406,0.4947863519191742,26.510469220732556,0.0005522642316338269,20.3
14,0.23375970751953287,-0.1735600051581383,14.647832870483398,0.5751617550849915,26.011960535243393,0.0005000000000000002,18.5
15,0.16579286723926262,-0.09918385634003024,13.379219055175781,0.4847904443740845,25.952957887479528,0.0004477357683661734,19.0
16,0.1599791738380854,-0.1802468837636022,14.50080394744873,0.6137064099311829,25.592213751900054,0.00039604415459112036,18.9
